code	desc
@ override public void initiaize ( file file , int entrycount ) throws carbonsortkeyandgroupbyexception { try { stream = new dataoutputstream ( new bufferedoutputstream ( new fileoutputstream ( file ) , writebuffersize ) ) ; stream . writeint ( entrycount ) ; } catch ( filenotfoundexception e1 ) { throw new carbonsortkeyandgroupbyexception ( e1 ) ; } catch ( ioexception e ) { throw new carbonsortkeyandgroupbyexception ( e ) ; } }	below method will be used to initialize the stream and write the entry count.
public void testnumberofneighbors ( ) { int i ; int instindex ; instances neighbors ; try { m_nearestneighboursearch . setinstances ( m_instances ) ; } catch ( exception e ) { fail ( _str + e ) ; } for ( i = _num ; i <= m_numneighbors ; i ++ ) { instindex = m_random . nextint ( m_instances . numinstances ( ) ) ; try { neighbors = m_nearestneighboursearch . knearestneighbours ( m_instances . instance ( instindex ) , i ) ; assertequals ( _str , i , neighbors . numinstances ( ) ) ; } catch ( exception e ) { fail ( _str + i + _str + ( instindex + _num ) + _str + e ) ; } } }	tests whether the number of instances returned by the algorithms is the same as was requested.
public static long parselong ( string text ) { try { return long . parselong ( text ) ; } catch ( numberformatexception e ) { return _num ; } }	parse long value from a string , if null or exception , return 0.
public immutablelist < messagetype > filterdocumentingmessages ( protocontainerelement element ) { immutablelist . builder < messagetype > builder = immutablelist . builder ( ) ; for ( messagetype msg : element . getmessages ( ) ) { if ( ! msg . ismapentry ( ) ) { builder . add ( msg ) ; } } return builder . build ( ) ; }	return the list of messages within element which should be documented in ruby .
public static boolean isnull ( final object model , final string columnname ) { if ( model == null ) { return _bool ; } else if ( gridtabwrapper . ishandled ( model ) ) { return gridtabwrapper . isnull ( model , columnname ) ; } else if ( powrapper . ishandled ( model ) ) { return powrapper . isnull ( model , columnname ) ; } else { throw new adempiereexception ( _str + model + _str + model . getclass ( ) + _str ) ; } }	check if given columnname ' s value is null.
private static int parsenumber ( charsequence offsetid , int pos , boolean precededbycolon ) { if ( precededbycolon && offsetid . charat ( pos - _num ) != _str ) { throw new datetimeexception ( _str + offsetid ) ; } char ch1 = offsetid . charat ( pos ) ; char ch2 = offsetid . charat ( pos + _num ) ; if ( ch1 < _str || ch1 > _str || ch2 < _str || ch2 > _str ) { throw new datetimeexception ( _str + offsetid ) ; } return ( ch1 - _num ) * _num + ( ch2 - _num ) ; }	parse a two digit zero - prefixed number .
public static int compare ( char [ ] str1 , char [ ] str2 ) { int len1 = str1 . length ; int len2 = str2 . length ; int n = math . min ( len1 , len2 ) ; int i = _num ; while ( n -- != _num ) { char c1 = str1 [ i ] ; char c2 = str2 [ i ++ ] ; if ( c1 != c2 ) { return c1 - c2 ; } } return len1 - len2 ; }	compares two strings lexicographically.
public static boolean equals ( float [ ] field1 , float [ ] field2 ) { if ( field1 == null || field1 . length == _num ) { return field2 == null || field2 . length == _num ; } else { return arrays . equals ( field1 , field2 ) ; } }	checks repeated float field equality ; null - value and 0 - length fields are considered equal .
public void test_sessionprotection ( ) { final properties p = getproperties ( ) ; p . setproperty ( abstracttransactionservice . options . min_release_age , _str ) ; final journal store = getjournal ( p ) ; try { final irwstrategy bs = ( irwstrategy ) store . getbufferstrategy ( ) ; final byte [ ] buf = new byte [ _num ] ; r . nextbytes ( buf ) ; final bytebuffer bb = bytebuffer . wrap ( buf ) ; final long faddr = store . write ( bb ) ; final irawtx tx = bs . newtx ( ) ; bytebuffer rdbuf = store . read ( faddr ) ; bb . position ( _num ) ; assertequals ( bb , rdbuf ) ; store . delete ( faddr ) ; bb . position ( _num ) ; rdbuf = store . read ( faddr ) ; assertequals ( bb , rdbuf ) ; tx . close ( ) ; store . commit ( ) ; } finally { store . destroy ( ) ; } }	tests whether tasks are able to access and modify data safely by emulating transactions by calling activatetx and deactivatetx directly .
public static int hash ( int hash , float item ) { return hash * prime + float . floattointbits ( item ) ; }	add a float value to a given hash .
public static boolean iskeypairentry ( string alias , keystore keystore ) throws keystoreexception { return keystore . iskeyentry ( alias ) && keystore . getcertificatechain ( alias ) != null && keystore . getcertificatechain ( alias ) . length != _num ; }	is the named entry in the keystore a key pair entry ?.
public searchsourcebuilder fielddatafield ( string name ) { if ( fielddatafields == null ) { fielddatafields = new arraylist < > ( ) ; } fielddatafields . add ( name ) ; return this ; }	adds a field to load from the field data cache and return as part of the search request .
public boolean hasmore ( ) { return numleft . compareto ( biginteger . zero ) == _num ; }	returns true if there are more combinations left .
public void addlistener ( final filealterationlistener listener ) { if ( listener != null ) { listeners . add ( listener ) ; } }	add a file system listener .
public void removeclaimsfor ( int row , int col ) { effectclaims . remove ( getkeyforcoords ( row , col ) ) ; }	just removes all claims for the given row and column.
protected void loadframeinformation ( rpftocentry rpftocentry ) { try { if ( binfile == null && atocfilepath != null ) { binfile = new binarybufferedfile ( atocfilepath ) ; binfile . byteorder ( atocbyteorder ) ; readframeinformation ( binfile , rpftocentry ) ; binfile . close ( ) ; binfile = null ; } } catch ( ioexception ioe ) { debug . error ( _str + ioe ) ; } catch ( formatexception fe ) { debug . error ( _str + fe ) ; } }	should be called by the rpfframecachehandler before any frame files are loaded from a rpftocentry.
public static void debug ( final string message ) { debuglogger . accept ( message ) ; }	logs a message to the configured debug logger .
public void removenotificationlistener ( notificationlistener listener ) throws listenernotfoundexception { broadcaster . removenotificationlistener ( listener ) ; }	mbeannotification support - delegates to broadcaster .
public void test_passwordcallback ( ) { string prompt = _str ; try { passwordcallback pc = new passwordcallback ( prompt , _bool ) ; assertnotnull ( _str , pc ) ; assertequals ( prompt , pc . getprompt ( ) ) ; assertequals ( _bool , pc . isechoon ( ) ) ; } catch ( exception e ) { fail ( _str + e ) ; } try { passwordcallback pc = new passwordcallback ( prompt , _bool ) ; assertnotnull ( _str , pc ) ; assertequals ( prompt , pc . getprompt ( ) ) ; assertequals ( _bool , pc . isechoon ( ) ) ; } catch ( exception e ) { fail ( _str + e ) ; } try { passwordcallback pc = new passwordcallback ( null , _bool ) ; fail ( _str ) ; } catch ( illegalargumentexception npe ) { } try { passwordcallback pc = new passwordcallback ( _str , _bool ) ; fail ( _str ) ; } catch ( illegalargumentexception npe ) { } }	javax . security . auth . callback . passwordcallback # passwordcallback ( string prompt , boolean echoon ) javax . security . auth . callback . passwordcallback # getprompt ( ) javax . security . auth . callback . passwordcallback # isechoon ( ).
static string valuetostring ( object value ) { if ( value == null || value . equals ( null ) ) { return _str ; } if ( value instanceof string ) { return ( string ) value ; } if ( value instanceof float || value instanceof double || value instanceof byte || value instanceof short || value instanceof integer || value instanceof long ) { return numbertostring ( value ) ; } if ( value instanceof boolean || value instanceof map || value instanceof list ) { return value . tostring ( ) ; } return quote ( value . tostring ( ) ) ; }	make a json text of an object value.
public void test_htree_math_addressbits_8 ( ) { final int addressbits = _num ; final stringbuilder sb = new stringbuilder ( ) ; dohtreemath ( addressbits , sb ) ; if ( log . isinfoenabled ( ) ) log . info ( sb . tostring ( ) ) ; }	exercise the hash tree math for an 8 - bit address space .
protected final int isleft ( double [ ] a , double [ ] b , double [ ] o ) { final double cross = getrx ( a , o ) * getry ( b , o ) - getry ( a , o ) * getrx ( b , o ) ; if ( cross == _num ) { final double dista = math . abs ( getrx ( a , o ) ) + math . abs ( getry ( a , o ) ) ; final double distb = math . abs ( getrx ( b , o ) ) + math . abs ( getry ( b , o ) ) ; return double . compare ( dista , distb ) ; } return double . compare ( cross , _num ) ; }	test whether a point is left of the other wrt.
public socket createsocket ( ) throws ioexception { socket s = new socket ( ) ; s . bind ( new inetsocketaddress ( bindaddress , _num ) ) ; return s ; }	the same as the similarly named javax.
private conversation starttojoinmeeting ( ) { uri meetinguri = null ; conversation conversation = null ; try { meetinguri = new uri ( getstring ( r . string . meeting_url ) ) ; } catch ( urisyntaxexception e ) { e . printstacktrace ( ) ; } try { mapplication = application . getinstance ( this ) ; conversation = mapplication . joinmeetinganonymously ( getstring ( r . string . userdisplayname ) , meetinguri ) ; } catch ( sfbexception e ) { e . printstacktrace ( ) ; } return conversation ; }	connect to an existing skype for business meeting with the uri you get from a server - side ucwa - based web service .
public static boolean iscolumnhidden ( class < ? > controllerclass , string columnname ) { return hiddencolumnscache . contains ( getcolumnhash ( controllerclass , columnname ) ) ; }	returns if the cache has any knowledge if the column is hidden .
protected void removeallcurrentdownloads ( ) { log . i ( log_tag , _str ) ; arraylist < long > ids = new arraylist < long > ( ) ; cursor cursor = mdownloadmanager . query ( new query ( ) ) ; try { if ( cursor . movetofirst ( ) ) { do { int index = cursor . getcolumnindex ( downloadmanager . column_id ) ; long downloadid = cursor . getlong ( index ) ; ids . add ( downloadid ) ; } while ( cursor . movetonext ( ) ) ; } } finally { cursor . close ( ) ; } for ( long id : ids ) { mdownloadmanager . remove ( id ) ; } cursor = mdownloadmanager . query ( new query ( ) ) ; try { assertequals ( _num , cursor . getcount ( ) ) ; } finally { cursor . close ( ) ; } }	helper to remove all downloads that are registered with the dl manager.
public boolean visiblefrom ( ctclass clazz ) { int mod = getmodifiers ( ) ; if ( modifier . ispublic ( mod ) ) return _bool ; else if ( modifier . isprivate ( mod ) ) return clazz == declaringclass ; else { string declname = declaringclass . getpackagename ( ) ; string fromname = clazz . getpackagename ( ) ; boolean visible ; if ( declname == null ) visible = fromname == null ; else visible = declname . equals ( fromname ) ; if ( ! visible && modifier . isprotected ( mod ) ) return clazz . subclassof ( declaringclass ) ; return visible ; } }	returns true if this member is accessible from the given class .
void copyto ( intset target ) { if ( target . elements . length < size ) { target . elements = arrays . copyof ( elements , elements . length ) ; } else { system . arraycopy ( elements , _num , target . elements , _num , size ) ; } target . size = size ; }	copies the contents of this set to the target set .
public void testshiftleft2 ( ) { byte abytes [ ] = { _num , - _num , _num , _num , - _num , - _num , _num , _num , _num , _num , - _num , _num , _num } ; int asign = _num ; int number = - _num ; byte rbytes [ ] = { _num , _num , _num , - _num , - _num , - _num , _num , - _num , _num } ; biginteger anumber = new biginteger ( asign , abytes ) ; biginteger result = anumber . shiftleft ( number ) ; byte resbytes [ ] = new byte [ rbytes . length ] ; resbytes = result . tobytearray ( ) ; for ( int i = _num ; i < resbytes . length ; i ++ ) { asserttrue ( resbytes [ i ] == rbytes [ i ] ) ; } assertequals ( _str , _num , result . signum ( ) ) ; }	shiftleft ( int n ) , n < 0.
private static int resolvemethodrefoffset ( constantpool constantpool , class < ? > lambdatype ) { int offset = method_ref_offset ; if ( offset == - _num ) { int constantpoolsize = constantpool . getsize ( ) ; for ( int i = _num ; i < constantpoolsize ; i ++ ) { try { constantpool . getmemberrefinfoat ( constantpoolsize - i ) ; offset = i ; break ; } catch ( illegalargumentexception ignore ) { } } method_ref_offset = offset ; } if ( offset >= _num ) return offset ; else throw new methodrefoffsetresolutionfailed ( ) ; }	resolves method ref offset .
protected void write ( dataoutputstream stream ) throws exception { stream . writeint ( data . length ) ; stream . write ( data , _num , data . length ) ; }	saving method . ( see nbt_tag ).
public boolean equalheaders ( instances dataset ) { return ( equalheadersmsg ( dataset ) == null ) ; }	checks if two headers are equivalent .
public void storeserializable ( final string key , final ibean bean ) { m_map . put ( key , bean ) ; }	adds a new serializable to the cache.
public void initialize ( context context , timepickercontroller controller , boolean hasinnercircle , boolean disappearsout , int selectiondegrees , boolean isinnercircle ) { if ( misinitialized ) { log . e ( tag , _str ) ; return ; } resources res = context . getresources ( ) ; int accentcolor = controller . getaccentcolor ( ) ; mpaint . setcolor ( accentcolor ) ; mpaint . setantialias ( _bool ) ; mselectionalpha = controller . isthemedark ( ) ? selected_alpha_theme_dark : selected_alpha ; mis24hourmode = controller . is24hourmode ( ) ; if ( mis24hourmode ) { mcircleradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_circle_radius_multiplier_24hourmode ) ) ; } else { mcircleradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_circle_radius_multiplier ) ) ; mampmcircleradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_ampm_circle_radius_multiplier ) ) ; } mhasinnercircle = hasinnercircle ; if ( hasinnercircle ) { minnernumbersradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_numbers_radius_multiplier_inner ) ) ; mouternumbersradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_numbers_radius_multiplier_outer ) ) ; } else { mnumbersradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_numbers_radius_multiplier_normal ) ) ; } mselectionradiusmultiplier = float . parsefloat ( res . getstring ( r . string . mdtp_selection_radius_multiplier ) ) ; manimationradiusmultiplier = _num ; mtransitionmidradiusmultiplier = _num + ( _num * ( disappearsout ? - _num : _num ) ) ; mtransitionendradiusmultiplier = _num + ( _num * ( disappearsout ? _num : - _num ) ) ; minvalidateupdatelistener = new invalidateupdatelistener ( ) ; setselection ( selectiondegrees , isinnercircle , _bool ) ; misinitialized = _bool ; }	initialize this selector with the state of the picker .
private void computelabelsfromdepths ( ) { for ( iterator it = edgelist . iterator ( ) ; it . hasnext ( ) ; ) { edge e = ( edge ) it . next ( ) ; label lbl = e . getlabel ( ) ; depth depth = e . getdepth ( ) ; if ( ! depth . isnull ( ) ) { depth . normalize ( ) ; for ( int i = _num ; i < _num ; i ++ ) { if ( ! lbl . isnull ( i ) && lbl . isarea ( ) && ! depth . isnull ( i ) ) { if ( depth . getdelta ( i ) == _num ) { lbl . toline ( i ) ; } else { assert . istrue ( ! depth . isnull ( i , position . left ) , _str ) ; lbl . setlocation ( i , position . left , depth . getlocation ( i , position . left ) ) ; assert . istrue ( ! depth . isnull ( i , position . right ) , _str ) ; lbl . setlocation ( i , position . right , depth . getlocation ( i , position . right ) ) ; } } } } } }	update the labels for edges according to their depths.
public e putifabsent ( int key , e value ) { if ( value == null ) { throw new nullpointerexception ( ) ; } e prev ; if ( array . length <= key ) { array = arrays . copyof ( array , key * _num / _num + _num ) ; prev = null ; } else { prev = ( e ) array [ key ] ; } if ( prev == null ) { array [ key ] = value ; size ++ ; } return prev ; }	if the specified key is not already associated with a value associates it with the given value and returns null , else returns the current value .
public void reset ( ) { _unmanagedvolumeuristoprocessiterator = _unmanagedvolumeuristoprocess . iterator ( ) ; _currentunmanagedvolumeuri = null ; }	resets the unmanagedvolume iterator and sets the current unmanagedvolume back to null.
public static int copy ( reader in , writer out ) throws ioexception { assert . notnull ( in , _str ) ; assert . notnull ( out , _str ) ; try { int bytecount = _num ; char [ ] buffer = new char [ buffer_size ] ; int bytesread = - _num ; while ( ( bytesread = in . read ( buffer ) ) != - _num ) { out . write ( buffer , _num , bytesread ) ; bytecount += bytesread ; } out . flush ( ) ; return bytecount ; } finally { try { in . close ( ) ; } catch ( ioexception ex ) { } try { out . close ( ) ; } catch ( ioexception ex ) { } } }	copy the contents of the given reader to the given writer.
public static bidimap loadmapping ( file inputfile ) throws ioexception { objectinputstream inputstream = new objectinputstream ( new fileinputstream ( inputfile ) ) ; try { return ( bidimap ) inputstream . readobject ( ) ; } catch ( classnotfoundexception e ) { throw new ioexception ( e ) ; } finally { ioutils . closequietly ( inputstream ) ; } }	loads a serialized bidimap from file.
public static string convertbracketsfromptbformat ( string sentence ) { sentence = sentence . replaceall ( _str , _str ) ; sentence = sentence . replaceall ( _str , _str ) ; sentence = sentence . replaceall ( _str , _str ) ; sentence = sentence . replaceall ( _str , _str ) ; sentence = sentence . replaceall ( _str , _str ) ; sentence = sentence . replaceall ( _str , _str ) ; return sentence ; }	convert brackets from the penn treebank format ( which uses strings like - lrb - , - rrb - , etc to denote ' ( ' , ' ) ' , etc.
public void addpropertychangelistener ( propertychangelistener listener ) { propertysupport . addpropertychangelistener ( listener ) ; }	property change support for xbuilder.
public void updatetrackpoint ( point p ) { int newlocx = math . min ( p . x , this . anchor . x ) ; int newlocy = math . min ( p . y , this . anchor . y ) ; int deltax = math . abs ( p . x - this . anchor . x ) ; int deltay = math . abs ( p . y - this . anchor . y ) ; setlocation ( newlocx , newlocy ) ; setsize ( deltax , deltay ) ; }	updates the track point for the rubber band so that it extends from the initial location point to the point specified as the argument .
public static date parsedatestring ( string datestring , java . util . locale locale , string datesyntax ) { if ( debug . messageenabled ( ) ) { debug . message ( _str ) ; debug . message ( _str + datestring ) ; debug . message ( _str + datesyntax ) ; debug . message ( _str + locale . tostring ( ) ) ; } if ( ( datestring == null ) || ( datestring . length ( ) < _num ) || ( datesyntax == null ) || ( datesyntax . length ( ) < _num ) ) { return null ; } simpledateformat sdf = new simpledateformat ( datesyntax ) ; sdf . setlenient ( _bool ) ; parseposition pos = new parseposition ( _num ) ; date date = sdf . parse ( datestring , pos ) ; if ( date == null ) { debug . warning ( _str ) ; } return date ; }	gets date object from date string with specified locale .
public void preparepidpvs ( int obdservice , pvlist pvlist ) { resetfixedpid ( ) ; hashmap < string , ecudatapv > newlist = new hashmap < string , ecudatapv > ( ) ; for ( integer currpid : pidsupported ) { vector < ecudataitem > items = dataitems . getpiddataitems ( obdservice , currpid ) ; if ( items == null ) { log . warn ( string . format ( _str , currpid ) ) ; conversion [ ] dummycnvs = { ecuconversions . dfltcnv , ecuconversions . dfltcnv } ; ecudataitem newitem = new ecudataitem ( currpid , _num , _num , _num , _num , _num , dummycnvs , _str , null , null , string . format ( _str , currpid ) ) ; dataitems . appenditemtoservice ( obdservice , newitem ) ; items = dataitems . getpiddataitems ( obdservice , currpid ) ; } for ( ecudataitem pidpv : items ) { if ( pidpv != null ) { newlist . put ( pidpv . tostring ( ) , pidpv . pv ) ; } } } pvlist . putall ( newlist , pvchangeevent . pv_added , _bool ) ; }	prepare process variables for each pid.
public void registerextension ( string namespace ) { if ( namespaceindex ( namespace , m_extensions ) == - _num ) { int predef = namespaceindex ( namespace , m_predefextensions ) ; if ( predef != - _num ) m_extensions . add ( m_predefextensions . get ( predef ) ) ; else if ( ! ( m_unregisteredextensions . contains ( namespace ) ) ) m_unregisteredextensions . add ( namespace ) ; } }	if necessary , register the extension namespace found compiling a function or creating an extension element.
static boolean equals ( object o1 , object o2 ) { return o1 == o2 || ( o1 != null && o2 != null && o1 . equals ( o2 ) ) ; }	safe equals . null = = null , but null never equals anything else .
public static movavgmodel minimize ( movavgmodel model , evictingqueue < double > train , double [ ] test ) { double temp = _num ; double mintemp = _num ; int iterations = _num ; double alpha = _num ; movavgmodel bestmodel = model ; movavgmodel oldmodel = model ; double oldcost = cost ( model , train , test ) ; double bestcost = oldcost ; while ( temp > mintemp ) { for ( int i = _num ; i < iterations ; i ++ ) { movavgmodel newmodel = oldmodel . neighboringmodel ( ) ; double newcost = cost ( newmodel , train , test ) ; double ap = acceptanceprobability ( oldcost , newcost , temp ) ; if ( ap > math . random ( ) ) { oldmodel = newmodel ; oldcost = newcost ; if ( newcost < bestcost ) { bestcost = newcost ; bestmodel = newmodel ; } } } temp *= alpha ; } return bestmodel ; }	runs the simulated annealing algorithm and produces a model with new coefficients that , theoretically fit the data better and generalizes to future forecasts without overfitting .
private iproject [ ] asprojects ( projectsetserializationcontext context , string [ ] referencestrings , map < iproject , loadinfo > infomap ) throws svnexception { collection < iproject > result = new arraylist < iproject > ( ) ; for ( string referencestring : referencestrings ) { stringtokenizer tokenizer = new stringtokenizer ( referencestring , _str ) ; string version = tokenizer . nexttoken ( ) ; if ( ! version . equals ( _str ) ) { continue ; } loadinfo info = new loadinfo ( context , tokenizer ) ; iproject proj = info . getproject ( ) ; result . add ( proj ) ; infomap . put ( proj , info ) ; } return ( iproject [ ] ) result . toarray ( new iproject [ result . size ( ) ] ) ; }	translate the reference strings into projects to be loaded and build a mapping of project to project load information .
@ override public synchronized void connectionnotification ( string eventname , object source ) { super . connectionnotification ( eventname , source ) ; if ( connectionallowed ( eventname ) ) { if ( eventname . equals ( _str ) ) { m_dataprovider = _bool ; m_trainingprovider = _bool ; m_testprovider = _bool ; } else if ( eventname . equals ( _str ) ) { m_dataprovider = _bool ; m_trainingprovider = _bool ; m_testprovider = _bool ; } else if ( eventname . equals ( _str ) ) { m_dataprovider = _bool ; m_trainingprovider = _bool ; m_testprovider = _bool ; } } }	notify this object that it has been registered as a listener with a source with respect to the supplied event name.
public info createinfo ( string value ) { informationfield infoimpl = new informationfield ( ) ; try { infoimpl . setvalue ( value ) ; } catch ( sdpexception s ) { s . printstacktrace ( ) ; } return infoimpl ; }	returns info object with the specified value .
public static int findwordstart ( string line , int pos , string nowordsep ) { char ch = line . charat ( pos - _num ) ; if ( nowordsep == null ) nowordsep = _str ; boolean selectnoletter = ( ! character . isletterordigit ( ch ) && nowordsep . indexof ( ch ) == - _num ) ; int wordstart = _num ; for ( int i = pos - _num ; i >= _num ; i -- ) { ch = line . charat ( i ) ; if ( selectnoletter ^ ( ! character . isletterordigit ( ch ) && nowordsep . indexof ( ch ) == - _num ) ) { wordstart = i + _num ; break ; } } return wordstart ; }	locates the start of the word at the specified position .
public void insert ( double x1 , double x2 , object item ) { super . insert ( new interval ( math . min ( x1 , x2 ) , math . max ( x1 , x2 ) ) , item ) ; }	inserts an item having the given bounds into the tree .
public mapmaker initialcapacity ( int initialcapacity ) { builder . initialcapacity ( initialcapacity ) ; return this ; }	sets a custom initial capacity ( defaults to 16 ).
public final static byte [ ] extractchallengefromtype2message ( byte [ ] msg ) { byte [ ] challenge = new byte [ _num ] ; system . arraycopy ( msg , _num , challenge , _num , _num ) ; return challenge ; }	extracts the ntlm challenge from the type 2 message as an 8 byte array .
public static string tostring ( localdate data , string modelo ) { return data == null ? _str : data . format ( formatter ( modelo ) ) ; }	converte localdatetime para string indicando o formato da tostring.
public derrordetail ( jframe parent , dialog . modalitytype modality , throwable error ) { super ( parent , modality ) ; this . error = error ; initcomponents ( ) ; }	creates new derrordetail dialog where the parent is a frame .
public static < destin > list < destin > copypropertiestonewcollections ( class < destin > destclass , collection < ? > srccollection ) { list < destin > destinlist = new arraylist < destin > ( ) ; if ( srccollection == null ) { return destinlist ; } for ( object src : srccollection ) { destinlist . add ( copypropertiestonewobject ( destclass , src ) ) ; } return destinlist ; }	convert a collection of beans of type a , to a collection of beans of type b , by copying a ' s properties into b ' s.
protected resource updateresourceversion ( resource resource , bigdecimal oldversion , bigdecimal newversion ) { preconditions . checknotnull ( resource ) ; preconditions . checknotnull ( oldversion ) ; preconditions . checknotnull ( newversion ) ; if ( ! oldversion . equals ( newversion ) ) { try { file oldeml = datadir . resourceemlfile ( resource . getshortname ( ) , oldversion ) ; file neweml = datadir . resourceemlfile ( resource . getshortname ( ) , newversion ) ; if ( oldeml . exists ( ) && ! neweml . exists ( ) ) { files . move ( oldeml , neweml ) ; } file oldrtf = datadir . resourcertffile ( resource . getshortname ( ) , oldversion ) ; file newrtf = datadir . resourcertffile ( resource . getshortname ( ) , newversion ) ; if ( oldrtf . exists ( ) && ! newrtf . exists ( ) ) { files . move ( oldrtf , newrtf ) ; } file olddwca = datadir . resourcedwcafile ( resource . getshortname ( ) , oldversion ) ; file newdwca = datadir . resourcedwcafile ( resource . getshortname ( ) , newversion ) ; if ( olddwca . exists ( ) && ! newdwca . exists ( ) ) { files . move ( olddwca , newdwca ) ; } resource . setemlversion ( newversion ) ; } catch ( ioexception e ) { log . error ( _str + resource . getshortname ( ) , e ) ; throw new invalidconfigexception ( type . config_write , _str + resource . getshortname ( ) + _str + e . getmessage ( ) ) ; } } return resource ; }	update a resource ' s version , and rename its eml , rtf , and dwca versioned files to have the new version also .
public static injectorimpl current ( classloader loader ) { if ( loader instanceof dynamicclassloader ) { return _localmanager . getlevel ( loader ) ; } else { softreference < injectorimpl > injectref = _loadermanagermap . get ( loader ) ; if ( injectref != null ) { return injectref . get ( ) ; } else { return null ; } } }	returns the current inject manager .
@ zapapiignore public boolean isconfirmremovedomainalwaysinscope ( ) { return this . confirmremovedomainalwaysinscope ; }	tells whether or not the remotion of a " domain always in scope " needs confirmation .
protected void write ( dataoutputstream stream ) throws exception { stream . writeint ( data . length ) ; for ( int i = _num ; i < data . length ; i ++ ) stream . writeint ( data [ i ] ) ; }	saving method . ( see nbt_tag ).
private cluster < dendrogrammodel > makecluster ( dbidref lead , double depth , dbids members ) { final string name ; if ( members . size ( ) == _num ) { name = _str + dbidutil . tostring ( lead ) + _str + depth ; } else if ( ! double . isnan ( depth ) && double . isinfinite ( depth ) || ( members . size ( ) == _num && members . contains ( lead ) ) ) { name = _str + dbidutil . tostring ( lead ) ; } else if ( ! double . isnan ( depth ) ) { name = _str + dbidutil . tostring ( lead ) + _str + depth ; } else { name = _str + dbidutil . tostring ( lead ) ; } cluster < dendrogrammodel > cluster = new cluster < > ( name , members , new dendrogrammodel ( depth ) ) ; return cluster ; }	make the cluster for the given object.
public void write ( command command , int value , int index , bytebuffer buffer ) throws usbexception { if ( mdevicehandle != null ) { int transferred = libusb . controltransfer ( mdevicehandle , usb_request_out , command . getvalue ( ) , ( short ) value , ( short ) index , buffer , usb_timeout_ms ) ; if ( transferred < _num ) { throw new libusbexception ( _str , transferred ) ; } else if ( transferred != buffer . capacity ( ) ) { throw new libusbexception ( _str + transferred + _str + buffer . capacity ( ) + _str , transferred ) ; } } else { throw new libusbexception ( _str , libusb . error_no_device ) ; } }	writes the buffer contents to the device.
private static void removeinstrumentationfromorig ( ir ir , hashmap < basicblock , basicblock > origtodupmap ) { for ( basicblock origblock : origtodupmap . keyset ( ) ) { for ( enumeration < instruction > ie = origblock . forwardinstrenumerator ( ) ; ie . hasmoreelements ( ) ; ) { instruction i = ie . nextelement ( ) ; if ( isinstrumentationinstruction ( i ) || ( isyieldpoint ( i ) && ir . options . adaptive_remove_yp_from_checking ) ) { if ( debug ) vm . syswrite ( _str + i + _str ) ; i . remove ( ) ; } } } }	remove instrumentation from the original version of all duplicated basic blocks.
public serverconfigxml ( string xml ) throws exception { document doc = xmlutils . getxmldocument ( new bytearrayinputstream ( xml . getbytes ( _str ) ) ) ; node root = xmlutils . getrootnode ( doc , dsconfigmgr . root ) ; defaultservergroup = new servergroup ( xmlutils . getnamedchildnode ( root , dsconfigmgr . servergroup , dsconfigmgr . name , dsconfigmgr . default ) ) ; smsservergroup = new servergroup ( xmlutils . getnamedchildnode ( root , dsconfigmgr . servergroup , dsconfigmgr . name , _str ) ) ; }	creates an object representing server configuration xml .
@ override public double diffusiondiscretization ( final stochasticprocess1d sp , final double t0 , final double x0 , final double dt ) { return sp . diffusion ( t0 , x0 ) * math . sqrt ( dt ) ; }	returns an approximation of the diffusion defined as < p > \ sigma ( t_0 , x_0 ) \ sqrt \ delta t } }.
public void notifylistener ( omgraphic graphic , omaction action ) { if ( requestor != null ) { if ( debug ) { debug . output ( _str ) ; } requestor . drawingcomplete ( graphic , action ) ; } if ( canvas != null ) { canvas . repaint ( ) ; } }	notify the listener of an action to a graphic .
public classrunner ( class < ? > theclass , string [ ] commandargs ) throws exception { setdaemon ( _bool ) ; class < ? > [ ] argtemplate = { string [ ] . class } ; m_commandargs = commandargs ; m_mainmethod = theclass . getmethod ( _str , argtemplate ) ; if ( ( ( m_mainmethod . getmodifiers ( ) & modifier . static ) == _num ) || ( m_mainmethod . getmodifiers ( ) & modifier . public ) == _num ) { throw new nosuchmethodexception ( _str + theclass . getname ( ) + _str ) ; } }	sets up the class runner thread .
