code	desc
static repaint manager current manager ( app context app context ) { repaint manager rm = ( repaint manager ) app context . get ( repaint manager key ) ; if ( rm == null ) { rm = new repaint manager ( buffer strategy type ) ; app context . put ( repaint manager key , rm ) ; } return rm ; }	returns the repaintmanager for the specified appcontext.
public int decrement ( ) { lock . lock ( ) ; int new value = -- value ; lock . unlock ( ) ; return new value ; }	decrements the counter by 1 .
private void add point ( point p ) { coordinate coord = p . get coordinate ( ) ; insert point ( arg index , coord , location . interior ) ; }	add a point to the graph .
public boolean is connectable ( ) { for ( device service service : services . values ( ) ) { if ( service . is connectable ( ) ) return bool ; } return bool ; }	whether the device has any deviceservices that require an active connection ( websocket , http registration , etc ).
private static void skip array ( byte buffer buf ) { int length = buf . get short ( ) & num ; for ( int i = num ; i < length ; i ++ ) skip member value ( buf ) ; }	skips the array value at the current position in the specified byte buffer.
public static byte [ ] hash ( byte [ ] input ) { if ( input != null ) { final message digest digest ; try { digest = message digest . get instance ( str ) ; byte [ ] hashed bytes = input ; digest . update ( hashed bytes , num , hashed bytes . length ) ; return hashed bytes ; } catch ( no such algorithm exception e ) { log . e ( tag , str + input + str + e . get message ( ) , e ) ; } } else { log . w ( tag , str ) ; } return null ; }	created sha256 of input.
private void reopen ( ) { timeline animation = new timeline ( new key frame ( duration . seconds ( num ) , new key value ( inputs . pref height property ( ) , inputs . get max height ( ) ) ) ) ; animation . play ( ) ; }	makes an animation to make the input vbox slide open over . 1 seconds.
private byte [ ] copy array ( byte [ ] buffer , int length ) { byte [ ] result = new byte [ length ] ; system . arraycopy ( buffer , num , result , num , math . min ( buffer . length , length ) ) ; return result ; }	implement java . util . arrays . copyof ( ) for jdk 1 . 5 .
public static map < string , object > test soap ( dispatch context dctx , map < string , ? > context ) { delegator delegator = dctx . get delegator ( ) ; map < string , object > response = service util . return success ( ) ; list < generic value > testing nodes = new linked list < generic value > ( ) ; for ( int i = num ; i < num ; i ++ ) { generic value testing node = delegator . make value ( str ) ; testing node . put ( str , str + i ) ; testing node . put ( str , str + i ) ; testing node . put ( str , util date time . now timestamp ( ) ) ; testing nodes . add ( testing node ) ; } response . put ( str , testing nodes ) ; return response ; }	generic test soap service.
public xml dom ( input stream is ) throws sax { document builder factory factory = document builder factory . new instance ( ) ; document builder builder ; try { builder = factory . new document builder ( ) ; document doc = builder . parse ( is ) ; this . root = ( element ) doc . get document element ( ) ; } catch ( parser configuration exception e ) { } catch ( io e ) { throw new sax ( e ) ; } }	instantiates a new xml dom .
public void remove key listener ( global key listener listener ) { listeners . remove ( listener ) ; }	removes a global key listener.
public set search3 ( string token id , string start dn , string filter , int num of entries , int time limit , boolean sort results , boolean ascending order , set excludes ) throws sms , sso , remote exception { initialize ( ) ; if ( debug . message enabled ( ) ) { debug . message ( str + start dn + str + filter + str + excludes ) ; } iterator i = sms . search ( get token ( token id ) , start dn , filter , num of entries , time limit , sort results , ascending order , excludes ) ; set < string > result = new hash set < string > ( ) ; while ( i . has next ( ) ) { sms e = ( sms ) i . next ( ) ; try { result . add ( e . to json ( ) ) ; } catch ( json ex ) { debug . error ( str + start dn + str + filter + str + excludes , ex ) ; } } return result ; }	searches the data store for objects that match the filter with an exclude set.
public boolean remove entry ( int x index , int data set index ) { if ( data set index >= m data sets . size ( ) ) return bool ; t data set = m data sets . get ( data set index ) ; entry e = data set . get entry for x ( x index ) ; if ( e == null || e . get x ( ) != x index ) return bool ; return remove entry ( e , data set index ) ; }	removes the entry object at the given xindex from the dataset at the specified index.
void close stream ( closeable closeable ) { try { if ( closeable != null ) { closeable . close ( ) ; } } catch ( io ex ) { utils . log issue ( str , ex ) ; } }	attempt to close given fileinputstream.
public void test from date ( ) throws exception { time zone . set default ( time zone . get time zone ( str ) ) ; final calendar date = calendar . get instance ( ) ; date . set time ( new date ( num ) ) ; assert . assert equals ( str , calendar serializer . serialize ( date ) ) ; final calendar date no millis = calendar . get instance ( ) ; date no millis . set time ( new date ( num ) ) ; assert . assert equals ( str , calendar serializer . serialize ( date no millis ) ) ; }	make sure that dates with and without millis can be converted properly into strings.
@ override public boolean e is set ( int feature id ) { switch ( feature id ) { case eip package . metadata key : return key edefault == null ? key != null : ! key edefault . equals ( key ) ; case eip package . metadata values : return values != null && ! values . is empty ( ) ; } return super . e is set ( feature id ) ; }	< ! - - begin - user - doc - - > < ! - - end - user - doc - - >.
@ override public boolean is modified ( ) { if ( is digest modified ) { if ( log . is loggable ( level . fine ) ) log . fine ( source . get native path ( ) + str ) ; return bool ; } long source last modified = source . get last modified ( ) ; long source length = source . length ( ) ; if ( ! require source && source last modified == num ) { return bool ; } else if ( source length != length ) { if ( log . is loggable ( level . fine ) ) { log . fine ( source . get native path ( ) + str + length + str + source length + str ) ; } return bool ; } else if ( source last modified != last modified ) { if ( log . is loggable ( level . fine ) ) log . fine ( source . get native path ( ) + str ) ; return bool ; } else return bool ; }	if the source modified date changes at all , treat it as a modification.
public byte [ ] to byte array ( ) { int total len = past len + curr block ptr ; if ( total len == num ) { return no bytes ; } byte [ ] result = new byte [ total len ] ; int offset = num ; for ( byte [ ] block : past blocks ) { int len = block . length ; system . arraycopy ( block , num , result , offset , len ) ; offset += len ; } system . arraycopy ( curr block , num , result , offset , curr block ptr ) ; offset += curr block ptr ; if ( offset != total len ) { throw new runtime exception ( str + total len + str + offset + str ) ; } if ( ! past blocks . is empty ( ) ) { reset ( ) ; } return result ; }	method called when results are finalized and we can get the full aggregated result buffer to return to the caller.
public static < m extends message > string write json stream ( immutable list < m > messages ) { byte array output stream result stream = new byte array output stream ( ) ; message writer < m > writer = message writer . create ( output . for stream ( new print stream ( result stream ) ) ) ; writer . write all ( messages ) ; return result stream . to string ( ) ; }	returns the string representation of the stream of supplied messages.
public org . smpte ra . schemas . st2067 2 2016 . content maturity rating type build content maturity rating type ( string agency , string rating , org . smpte ra . schemas . st2067 2 2016 . content maturity rating type . audience audience ) throws uri { org . smpte ra . schemas . st2067 2 2016 . content maturity rating type content maturity rating type = new org . smpte ra . schemas . st2067 2 2016 . content maturity rating type ( ) ; if ( ! agency . matches ( str ) == bool ) { throw new uri ( str , str ) ; } content maturity rating type . set agency ( agency ) ; content maturity rating type . set rating ( rating ) ; content maturity rating type . set audience ( audience ) ; return content maturity rating type ; }	a method to construct a contentmaturityratingtype conforming to the 2016 schema.
protected as ( as v ) { for ( int i = num ; i != v . size ( ) ; i ++ ) { seq . add element ( v . get ( i ) ) ; } }	create a sequence containing a vector of objects .
private final double read datum ( final data input in , final column type column type ) throws io { switch ( column type ) { case double : return in . read double ( ) ; case integer : int i value = in . read int ( ) ; if ( i value == integer . min value + num ) { boolean is missing = in . read boolean ( ) ; if ( is missing ) { return double . n ; } else { return i value ; } } else { return i value ; } case nominal byte : byte b value = in . read byte ( ) ; if ( b value == - num ) { return double . n ; } else { return b value ; } case nominal integer : i value = in . read int ( ) ; if ( i value == - num ) { return double . n ; } else { return i value ; } case nominal short : short s value = in . read short ( ) ; if ( s value == - num ) { return double . n ; } else { return s value ; } default : throw new runtime exception ( str + column type ) ; } }	reads a single datum in non - sparse representation of the given type and returns it as a double .
protected void close transport layer ( ) throws io { super . close ( ) ; if ( input != null ) { input . close ( ) ; output . close ( ) ; } }	closes the transport data streams .
public double op ( final double x ) { final double sn = math . sin ( this . asr * ( - x + num ) * num ) ; return math . exp ( ( sn * hk - hs ) / ( num - sn * sn ) ) ; }	computes equation 3 , see references.
public void listen ( stanza listener stanza listener , stanza filter stanza filter ) { connection . add async stanza listener ( stanza listener , stanza filter ) ; logger . info ( str ) ; }	begin listening for incoming messages .
public static void add input mode ( string name , hashtable values , boolean first upcase ) { init input modes ( ) ; input modes . put ( name , values ) ; if ( first upcase ) { first uppercase input mode . add element ( name ) ; } }	adds a new inputmode hashtable with the given name and set of values.
@ override public void add env var updated listener ( env var update interface listener ) { if ( ! listener list . contains ( listener ) ) { listener list . add ( listener ) ; } }	adds the env var updated listener .
private void init ( configuration exp ) throws io { is initialized = bool ; }	private initializer method that sets up the generic resources .
public list < local variable > visible variables ( ) throws absent information exception { validate stack frame ( ) ; create visible variables ( ) ; list < local variable > map as list = new array list < local variable > ( visible variables . values ( ) ) ; collections . sort ( map as list ) ; return map as list ; }	return the list of visible variable in the frame.
public static void start services ( service host host , class ... services ) throws instantiation exception , illegal access exception { check argument ( services != null , str ) ; for ( class service : services ) { start service ( host , service ) ; } }	starts the list of services on the host .
private applied migration create applied migration ( int version , string description ) { return new applied migration ( version , version , migration version . from version ( integer . to string ( version ) ) , description , migration type . cql , str , null , new date ( ) , str , num , bool ) ; }	creates a new applied migration with this version .
template entry next entry ( ) { if ( ! has next ( ) ) { throw new no such element exception ( ) ; } final template entry entry = next entry ; next entry = null ; return entry ; }	returns the next generated entry .
private void create record holder queue ( file [ ] list files ) { this . record holder heap = new priority queue < sort temp file chunk holder > ( list files . length ) ; }	this method will be used to create the heap which will be used to hold the chunk of data.
public static double correlation ( double [ ] x , double [ ] y ) { if ( x . length == y . length ) { double mx = math utils . mean ( x ) ; double my = math utils . mean ( y ) ; double sx = math . sqrt ( math utils . variance ( x ) ) ; double sy = math . sqrt ( math utils . variance ( y ) ) ; int n = x . length ; double nval = num ; for ( int i = num ; i < n ; i ++ ) { nval += ( x [ i ] - mx ) * ( y [ i ] - my ) ; } double r = nval / ( ( n - num ) * sx * sy ) ; return r ; } else throw new illegal argument exception ( str ) ; }	sample correlation coefficient ref : http : / / en.
public static int write message fully ( message msg , output stream out , byte buffer buf , message writer writer ) throws io { assert msg != null ; assert out != null ; assert buf != null ; assert buf . has array ( ) ; if ( writer != null ) writer . set current write class ( msg . get class ( ) ) ; boolean finished = bool ; int cnt = num ; while ( ! finished ) { finished = msg . write to ( buf , writer ) ; out . write ( buf . array ( ) , num , buf . position ( ) ) ; cnt += buf . position ( ) ; buf . clear ( ) ; } return cnt ; }	fully writes communication message to provided stream .
protected final void drag exit ( final int x , final int y ) { drag source event event = new drag source event ( get drag source context ( ) , x , y ) ; event dispatcher dispatcher = new event dispatcher ( dispatch exit , event ) ; sun toolkit . invoke later on app context ( sun toolkit . target to app context ( get component ( ) ) , dispatcher ) ; start secondary event loop ( ) ; }	upcall from native code.
public static string generate random string ( int count ) { random random = new random ( ) ; string buffer buffer = new string buffer ( ) ; while ( count -- != num ) { char ch = ( char ) ( random . next int ( num ) + num ) ; buffer . append ( ch ) ; } return buffer . to string ( ) ; }	generate a random string.
public void decrement ( ) { int counter val = counter . decrement and get ( ) ; if ( counter val == num ) { if ( null != resource callback ) { resource callback . on transition to idle ( ) ; } became idle at = system clock . uptime millis ( ) ; } if ( debug counting ) { if ( counter val == num ) { log . i ( tag , str + resource name + str + ( became idle at - became busy at ) + str ) ; } else { log . i ( tag , str + resource name + str + counter val ) ; } } if ( counter val < num ) { throw new illegal argument exception ( str ) ; } }	decrements the count of in - flight transactions to the resource being monitored.
public void remove testing callback ( one sheeld testing callback testing callback ) { if ( testing callback != null && testing callbacks . contains ( testing callback ) ) testing callbacks . remove ( testing callback ) ; }	remove a testing callback .
public boolean should data be routed ( simple router context context , data meta data data meta data , node node , boolean initial load , boolean initial load select used , trigger router trigger router ) { i router = get data router ( data meta data . get router ( ) ) ; set < node > one node set = new hash set < node > ( num ) ; one node set . add ( node ) ; collection < string > node ids = router . route to nodes ( context , data meta data , one node set , initial load , initial load select used , trigger router ) ; return node ids != null && node ids . contains ( node . get node id ( ) ) ; }	for use in data load events.
@ override public object put ( object key , object value ) { entry tab [ ] = table ; int hash = num ; int index = num ; if ( key != null ) { hash = system . identity hash code ( key ) ; index = ( hash & num ) % tab . length ; for ( entry e = tab [ index ] ; e != null ; e = e . next ) { if ( ( e . hash == hash ) && key == e . key ) { object old = e . value ; e . value = value ; return old ; } } } else { for ( entry e = tab [ num ] ; e != null ; e = e . next ) { if ( e . key == null ) { object old = e . value ; e . value = value ; return old ; } } } mod count ++ ; if ( count >= threshold ) { rehash ( ) ; tab = table ; index = ( hash & num ) % tab . length ; } entry e = new entry ( hash , key , value , tab [ index ] ) ; tab [ index ] = e ; count ++ ; return null ; }	associates the specified value with the specified key in this map.
public static string back quote chars ( string string , char [ ] find , string [ ] replace ) { int index ; string builder new str ; int i ; if ( string == null ) return string ; for ( i = num ; i < find . length ; i ++ ) { if ( string . index of ( find [ i ] ) != - num ) { new str = new string builder ( ) ; while ( ( index = string . index of ( find [ i ] ) ) != - num ) { if ( index > num ) new str . append ( string . substring ( num , index ) ) ; new str . append ( replace [ i ] ) ; if ( ( index + num ) < string . length ( ) ) string = string . substring ( index + num ) ; else string = str ; } new str . append ( string ) ; string = new str . to string ( ) ; } } return string ; }	converts specified characters into the string equivalents .
public void test bit length negative2 ( ) { byte a bytes [ ] = { - num , num , num , - num , - num , num , num , num , num , - num , num , num } ; int a sign = - num ; big integer a number = new big integer ( a sign , a bytes ) ; assert equals ( num , a number . bit length ( ) ) ; }	bitlength ( ) of a negative number with the leftmost bit set.
public void add language ( execution language language ) { languages . add ( num , language ) ; }	registers a new executionlanguage to the registry .
private static boolean member equals ( final class < ? > type , final object o1 , final object o2 ) { if ( o1 == o2 ) { return bool ; } if ( o1 == null || o2 == null ) { return bool ; } if ( type . is array ( ) ) { return array member equals ( type . get component type ( ) , o1 , o2 ) ; } if ( type . is annotation ( ) ) { return equals ( ( annotation ) o1 , ( annotation ) o2 ) ; } return o1 . equals ( o2 ) ; }	helper method for checking whether two objects of the given type are equal.
public encoding ( string name ) { this . name = name ; }	constructs a new encoding .
public string write long to string ( ) { string builder builder = new string builder ( ) ; for ( int i = num ; i < ( bit set . get bits ( ) . length ) ; ++ i ) { builder . append ( long . to string ( bit set . get bits ( ) [ i ] ) + str ) ; } return builder . to string ( ) ; }	writes vector to a string of the form 010 etc.
@ override public void committed ( long committed window id ) throws io { log . debug ( str , committed window id ) ; for ( long current window : saved windows . key set ( ) ) { if ( current window <= largest window added to transfer queue ) { continue ; } if ( current window <= committed window id ) { log . debug ( str , current window ) ; largest window added to transfer queue = current window ; windows to transfer . add ( current window ) ; } else { break ; } } }	transfers the data which has been committed till windowid to data files .
public void delete ( random access file raf , random access file temp raf ) throws cannot read exception , cannot write exception , io { raf . seek ( num ) ; temp raf . seek ( num ) ; delete tag ( raf , temp raf ) ; }	delete the tag ( if any ) present in the given randomaccessfile , and do not close it at the end .
void on deferred end drag ( drag view drag view ) { drag view . remove ( ) ; if ( m drag object . defer drag view cleanup post animation ) { for ( drag listener listener : new array list < > ( m listeners ) ) { listener . on drag end ( ) ; } } }	this only gets called as a result of drag view cleanup being deferred in enddrag ( ) ;.
private byte [ ] page to byte array ( p page ) { try { if ( page == null ) { byte array output stream baos = new byte array output stream ( ) ; object output stream oos = new object output stream ( baos ) ; oos . write int ( empty page ) ; oos . close ( ) ; baos . close ( ) ; byte [ ] array = baos . to byte array ( ) ; byte [ ] result = new byte [ page size ] ; system . arraycopy ( array , num , result , num , array . length ) ; return result ; } else { byte array output stream baos = new byte array output stream ( ) ; object output stream oos = new object output stream ( baos ) ; oos . write int ( filled page ) ; page . write external ( oos ) ; oos . close ( ) ; baos . close ( ) ; byte [ ] array = baos . to byte array ( ) ; if ( array . length > this . page size ) { throw new illegal argument exception ( str + page + str + str + array . length + str + page size ) ; } else if ( array . length == this . page size ) { return array ; } else { byte [ ] result = new byte [ page size ] ; system . arraycopy ( array , num , result , num , array . length ) ; return result ; } } } catch ( io e ) { throw new runtime exception ( str , e ) ; } }	serializes an object into a byte array .
void present decor animations ( int position , float offset ) { int anim map size = m decor animations . size ( ) ; for ( int i = num ; i < anim map size ; i ++ ) { decor decor = m decor animations . key at ( i ) ; array list < animation > animations = m decor animations . get ( decor ) ; int anim list size = animations . size ( ) ; for ( int j = num ; j < anim list size ; j ++ ) { animation animation = animations . get ( j ) ; if ( animation == null ) { continue ; } if ( ! animation . should animate ( position ) ) { if ( m previous position < position && animation . page end < position ) { animation . animate ( decor . content view , num , num , position ) ; } else if ( m previous position > position && animation . page start > position ) { animation . animate ( decor . content view , num , num , position ) ; } continue ; } animation . animate ( decor . content view , offset , num , position ) ; } } m previous position = position ; }	run the animations based on the decor animations saved within the presenter and the offset of the scrolling .
public static boolean deltree ( file directory ) { if ( directory == null || ! directory . exists ( ) ) { return bool ; } boolean result = bool ; if ( directory . is file ( ) ) { result = directory . delete ( ) ; } else { file [ ] list = directory . list files ( ) ; for ( int i = list . length ; i -- > num ; ) { if ( ! deltree ( list [ i ] ) ) { result = bool ; } } if ( ! directory . delete ( ) ) { result = bool ; } } return result ; }	deletes the given file and everything under it .
public void invalidate ( long new file size ) { if ( new file size < file size ) { file size = new file size ; counters . clear ( ) ; block size = calc block size ( file size ) ; } else if ( new file size > file size ) compact ( new file size ) ; }	check if counters and blocksize should be adjusted according to file size .
public void add case ( switch case switch case ) { assert not null ( switch case ) ; if ( cases == null ) { cases = new array list < switch case > ( ) ; } cases . add ( switch case ) ; switch case . set parent ( this ) ; }	adds a switch case statement to the end of the list .
public void test atomic append full block ( ) throws io { final string id = str ; final int version = num ; random r = new random ( ) ; final byte [ ] expected = new byte [ block size ] ; r . next bytes ( expected ) ; final long block0 = repo . append block ( id , version , expected , num , expected . length ) ; assert equals ( str , num , block0 ) ; assert equals ( str , num , repo . get block count ( id , version ) ) ; assert equals ( str , expected , repo . read block ( id , version , block0 ) ) ; assert equals ( str , expected , read ( repo . input stream ( id , version ) ) ) ; }	atomic append of a full block .
public static int hash ( byte [ ] data , int offset , int length , int seed ) { return hash ( byte buffer . wrap ( data , offset , length ) , seed ) ; }	hashes bytes in part of an array .
public static boolean is file exist ( string file path , file type file type ) throws io { file path = file path . replace ( str , str ) ; switch ( file type ) { case hdfs : case viewfs : path path = new path ( file path ) ; file system fs = path . get file system ( configuration ) ; return fs . exists ( path ) ; case local : default : file default file = new file ( file path ) ; return default file . exists ( ) ; } }	this method checks the given path exists or not and also is it file or not if the performfilecheck is true.
private void check qop support ( byte [ ] qop in challenge , byte [ ] ciphers in challenge ) throws io { string qop options ; if ( qop in challenge == null ) { qop options = str ; } else { qop options = new string ( qop in challenge , encoding ) ; } string [ ] server qop tokens = new string [ num ] ; byte [ ] server qop = parse qop ( qop options , server qop tokens , bool ) ; byte server all qop = combine masks ( server qop ) ; switch ( find preferred mask ( server all qop , qop ) ) { case num : throw new sasl exception ( str + str ) ; case no protection : negotiated qop = str ; break ; case integrity only protection : negotiated qop = str ; integrity = bool ; raw send size = send max buf size - num ; break ; case privacy protection : negotiated qop = str ; privacy = integrity = bool ; raw send size = send max buf size - num ; check strength support ( ciphers in challenge ) ; break ; } if ( logger . is loggable ( level . fine ) ) { logger . log ( level . fine , str , new integer ( raw send size ) ) ; } }	parses the ' qop ' directive.
public void close ( boolean p close underlying ) throws io { if ( closed ) { return ; } if ( p close underlying ) { closed = bool ; input . close ( ) ; } else { for ( ; ; ) { int av = available ( ) ; if ( av == num ) { av = make available ( ) ; if ( av == num ) { break ; } } long skip = skip ( av ) ; if ( skip != av ) { if ( log . is debug enabled ( ) ) { log . debug ( skip + str ) ; } } } } closed = bool ; }	closes the input stream .
protected void add new event ( object event key , t event ) { if ( unwritten events == null ) { unwritten events = maps . new hash map ( ) ; } list < t > list events = unwritten events . get ( event key ) ; if ( list events == null ) { unwritten events . put ( event key , lists . new array list ( event ) ) ; } else { list events . add ( event ) ; } }	add the given event into the unwritternevents map.
public static locale locale from string ( final string locale as string ) { if ( string utils . is blank ( locale as string ) ) { final list < api parameter error > data validation errors = new array list < > ( ) ; final api parameter error error = api parameter error . parameter error ( str , str , str ) ; data validation errors . add ( error ) ; throw new platform api data validation exception ( str , str , data validation errors ) ; } string language code = str ; string country code = str ; string variant code = str ; final string [ ] locale parts = locale as string . split ( str ) ; if ( locale parts != null && locale parts . length == num ) { language code = locale parts [ num ] ; } if ( locale parts != null && locale parts . length == num ) { language code = locale parts [ num ] ; country code = locale parts [ num ] ; } if ( locale parts != null && locale parts . length == num ) { language code = locale parts [ num ] ; country code = locale parts [ num ] ; variant code = locale parts [ num ] ; } return locale from ( language code , country code , variant code ) ; }	todo : vishwas move all locale related code to a separate utils class.
protected object decode response ( input stream input stream , string content type ) throws io { object value ; if ( content type . starts with ( json mime type ) ) { json decoder = new json ( ) ; value = decoder . read value ( input stream ) ; } else if ( content type . starts with ( text mime type prefix ) ) { text decoder decoder = new text decoder ( ) ; value = decoder . read value ( input stream ) ; } else { value = null ; } return value ; }	decodes a response value .
public static void load module ( final j tree , final i module ) { preconditions . check not null ( tree , str ) ; preconditions . check not null ( module , str ) ; load module threaded ( swing utilities . get window ancestor ( tree ) , module , tree ) ; }	loads a module while showing a progress dialog .
public boolean evaluate ( feature class info fci , int row ) { boolean ret = bool ; string buffer reasoning = null ; if ( logger . is loggable ( level . fine ) ) { reasoning = new string buffer ( ) ; } if ( exp != null ) { ret = exp . evaluate ( fci , row , reasoning ) ; } if ( reasoning != null ) { reasoning . append ( str ) ; logger . fine ( reasoning . to string ( ) ) ; } return ret ; }	does the feature in row of fci pass the conditions of this expression .
public void add functional instrumentation ( special instrumentation point functional instrumentation ) { if ( null == functional instrumentations ) { functional instrumentations = new hash set < special instrumentation point > ( num ) ; } functional instrumentations . add ( functional instrumentation ) ; }	adds functional instrumentation point .
public final list < integer > execute int list query ( string sql ) throws ade exception { return special sql queries . execute int list query ( sql , m connection ) ; }	executes a query that is expected to returned a column of integers .
@ api operation ( value = str ) @ request mapping ( value = str , method = request method . post ) @ response status ( http status . no content ) @ response body public final void post uninstall ( ) { uninstall impl ( get symmetric engine ( ) ) ; }	uninstalls all symmetricds objects from the given node ( database ) for the single engine on the node.
public boolean one outgoing transition leaves composite with exit actions ( state state ) { set < state > source parent states = new hash set < state > ( get parent states ( state ) ) ; for ( transition transition : state . get outgoing transitions ( ) ) { set < state > target parent states = get parent states ( transition . get target ( ) ) ; set < state > crossed states = new hash set < state > ( source parent states ) ; crossed states . remove all ( target parent states ) ; for ( state crossed composite state : crossed states ) { if ( has exit action ( crossed composite state ) ) return bool ; } } return bool ; }	checks if at least one of the outgoing transitions of the specified state leaves a parent composite of this state which has exit actions .
@ override public int read ( ) throws io { int x = in . read ( ) ; if ( x != - num ) { check . update ( x ) ; } return x ; }	reads one byte of data from the underlying input stream and updates the checksum with the byte data .
public static boolean remove table ( table t ) { try { table list . remove ( t ) ; } catch ( exception e ) { return bool ; } return bool ; }	remove the a table .
public plot add ( string label , population population , int x , int y ) { list < number > xs = new array list < number > ( ) ; list < number > ys = new array list < number > ( ) ; for ( solution solution : population ) { if ( ! solution . violates constraints ( ) ) { xs . add ( solution . get objective ( x ) ) ; ys . add ( solution . get objective ( y ) ) ; } } scatter ( label , xs , ys ) ; set labels if blank ( str + ( x + num ) , str + ( y + num ) ) ; return this ; }	displays the solutions in the given population in a 2d scatter plot.
private void initialize neighborhoods ( ) { list < individual > sorted population = new array list < individual > ( population ) ; for ( individual individual : population ) { collections . sort ( sorted population , new weight sorter ( individual ) ) ; for ( int i = num ; i < neighborhood size ; i ++ ) { individual . add neighbor ( sorted population . get ( i ) ) ; } } }	constructs the neighborhoods for all individuals in the population based on the distances between weights .
public void print ( boolean x ) { out . print ( x ) ; out . flush ( ) ; }	prints a boolean to this output stream and flushes this output stream .
public final boolean remove element ( int s ) { for ( int i = num ; i < m first free ; i ++ ) { if ( m map [ i ] == s ) { if ( ( i + num ) < m first free ) system . arraycopy ( m map , i + num , m map , i - num , m first free - i ) ; else m map [ i ] = java . lang . integer . min value ; m first free -- ; return bool ; } } return bool ; }	removes the first occurrence of the argument from this vector.
public vn restore lun group snap ( string snap id , vn restore param ) throws vn { string builder url builder = new string builder ( url instance ) ; url builder . append ( snap id ) ; url builder . append ( url restore ) ; url = url builder . to string ( ) ; return post request async ( restore param ) ; }	restore lun group snapshot.
public haskell catalog ( ) { this ( haskell catalog . xml path ) ; }	constructs a haskell catalog using the default file location .
public class factory ( file dir , class loader parent ) { super ( parent ) ; this . output = dir ; dir . mkdirs ( ) ; }	create a given class factory with the given class loader .
static boolean is same column ( constraint widget a , constraint widget b ) { return math . max ( a . get x ( ) , b . get x ( ) ) < math . min ( a . get x ( ) + a . get width ( ) , b . get x ( ) + b . get width ( ) ) ; }	are the two widgets in the same vertical area.
public boolean is existing command ( ) { return ( ! name . equals ( command tag handle . cmd unknown ) ) ; }	check whether the present commandtaghandle object represents a commandtag that exists on the server.
@ suppress warnings ( str ) protected void stop classifier ( ) { if ( m != null ) { m . interrupt ( ) ; m . stop ( ) ; } }	stops the currently running classifier ( if any ) .
private void sleep ( long sleeptime ) { try { thread . sleep ( sleeptime ) ; } catch ( interrupted exception e ) { } }	make the current thread sleep .
protected void build panels ( ) { key panels . clear ( ) ; in scroll pane . remove all ( ) ; for ( string key : order ) { string name = names . get ( key ) ; if ( name != null ) { string value = values . get property ( key ) ; key panel key panel = new key panel ( name , value ) ; key panel . set alignment x ( left alignment ) ; key panel . set maximum size ( gui size ) ; in scroll pane . add ( key panel ) ; key panels . put ( key , key panel ) ; } else { special setting special = specials . get ( key ) ; special . set alignment x ( left alignment ) ; in scroll pane . add ( special ) ; } } }	creates all key panels and special settings that have been registered .
public void load data string from file ( string s filename , boolean clear current data , string s encoding ) { try { byte array output stream bs out = new byte array output stream ( ) ; file input stream fi in = new file input stream ( s filename ) ; int i data = num ; while ( ( i data = fi in . read ( ) ) > - num ) bs out . write ( i data ) ; string s data string = bs out . to string ( ) ; set data string ( s data string , n , clear current data ) ; } catch ( io ioe ) { ioe . print stack trace ( ) ; set data string ( str , num , bool ) ; } }	loads the contents of a file as the datastring .
public final char next char ( char sequence csq ) { return csq . char at ( index ++ ) ; }	returns the next character at this cursor position.
private long drag started ago ( ) { if ( drag started == num ) { return - num ; } return system . current time millis ( ) - drag started ; }	returns the time in milliseconds how long ago the current drag started .
public date time zone builder add cutover ( int year , char mode , int month of year , int day of month , int day of week , boolean advance day of week , int millis of day ) { if ( i rule sets . size ( ) > num ) { of year of year = new of year ( mode , month of year , day of month , day of week , advance day of week , millis of day ) ; rule set last rule set = i rule sets . get ( i rule sets . size ( ) - num ) ; last rule set . set upper limit ( year , of year ) ; } i rule sets . add ( new rule set ( ) ) ; return this ; }	adds a cutover for added rules.
private boolean is null setting ( boolean make dest , mapping type mtd , mapping type mts , string builder result ) { if ( make dest && ( mtd == all fields || mtd == only valued fields ) && mts == only null fields ) { result . append ( str + string of set destination + str + new line ) ; return bool ; } return bool ; }	if it is a null setting returns the null mapping.
protected void find and init ( iterator it ) { while ( it . has next ( ) ) { find and init ( it . next ( ) ) ; } }	called when the menubar is a part of a beancontext , and it is added to the beancontext , or while other objects are added to the beancontext after that .
private boolean should emit typedef by name ( js real type ) { return real type . is record type ( ) || real type . is templatized type ( ) || real type . is function type ( ) ; }	whether the typedef should be emitted by name or by the type it is defining.
public static node select single node ( node context node , string str , node namespace node ) throws transformer exception { node iterator nl = select node iterator ( context node , str , namespace node ) ; return nl . next node ( ) ; }	use an xpath string to select a single node.
